Das kompositorische Werk Emanuel Vogts,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
ID,Datum,Titel,Genre/Dokument,Besetzung,"Original, Kopie",Bemerkung
1859,2000,O du Liebe meiner Liebe,Chorsatz,Frauen,Kopie,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1860,1992,Freut euch im Herrn,Chorsatz,gem. Chor,Kopie,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1861,1983,Trio zum Dachdecker-Marsch,Bläsersatz,Bläser,Kopie,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1862,,Kanon - Die Herrlichkeit des Herrn,Notensatz,Kanon,Kopie,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1863,1980,"Wisst ihr noch, wie es geschehen",Notensatz,Tasteninstrument,Kopie,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1863a,1980,"Kanon Mache dich auf, werde Licht",Chorsatz,gem. Chor,Kopie,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1864,,Kanon - Die Hirten hielten auf dem Felde,Chorsatz,gem. Chor,Kopie,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1865,1984,Hirten-Marsch 1984,Bläsersatz,Bläser,Kopie,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1866,1984,Hirten-Musik,Bläsersatz,Bläser,Kopie,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1867,1978,Was soll das bedeuten,Bläsersatz,Bläser,Kopie,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1867a,1978,Es kam ein Engel,Bläsersatz,Bläser,Kopie,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1868,1975,O Freude über Freude,Bläsersatz,Bläser,Kopie,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1868a,1975,O laufet ihr Hirten,Bläsersatz,Bläser,Kopie,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1869,1983,Schönster Herr Jesu,Bläsersatz,Bläser,Kopie,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1870,1985,Intrada I und II,Bläsersatz,Bläser,Original,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1871,1986,"Stille Nacht, heilge Nacht",Bläsersatz,Bläser,Kopie,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1872,1984,Begleitsatz zu So nimm denn meine Hände,Bläsersatz,Bläser,Original,Aus der Notensammlung von Brigitte Vogt - Passion/Ostern - im Familienbesitz
1873,,Ubi sunt gaudia,Notensatz,Kanon,Kopie,Aus der Notensammlung von Brigitte Vogt - Advent/Weihnacht im Familienbesitz
1874,,Gloria,Notensatz,Kanon,Kopie,Aus der Notensammlung von Brigitte Vogt - Advent/Weihnacht im Familienbesitz
1875,,Gloria in excelsis Deo,Notensatz,Kanon,Kopie,Aus der Notensammlung von Brigitte Vogt - Advent/Weihnacht im Familienbesitz
1876,,Singt Fried den Menschen,Notensatz,Kanon,Kopie,Aus der Notensammlung von Brigitte Vogt - Advent/Weihnacht im Familienbesitz
1877,,Die Hirten hielten,Notensatz,Kanon,Kopie,Aus der Notensammlung von Brigitte Vogt - Advent/Weihnacht im Familienbesitz
1878,,Meine Seele erhebt den Herren,Notensatz,Kanon,Kopie,Aus der Notensammlung von Brigitte Vogt - Advent/Weihnacht im Familienbesitz
1879,1992,"Hosianna, Davids Sohn",Chorsatz,gem. Chor,Kopie,Aus der Notensammlung von Brigitte Vogt - Advent/Weihnacht im Familienbesitz
1880,1992,Freut euch im Herrn - Taizè,Chorsatz,gem. Chor,Kopie,Aus der Notensammlung von Brigitte Vogt - Advent/Weihnacht im Familienbesitz
1881,,"Selig, wer an Jesum denkt",Notensatz,Einzelstimme,Original,"aus dem Heft ""Klavierpädagogik"" - siehe auch unter ""frühe Werke ab 1943"" - Heft 11"
1882,,So gehst du nun,Notensatz,Einzelstimme,Original,"aus dem Heft ""Klavierpädagogik"" - siehe auch unter ""frühe Werke ab 1943"" - Heft 12"
1883,,O du Liebe…,Notensatz,Einzelstimme,Original,"aus dem Heft ""Klavierpädagogik"" - siehe auch unter ""frühe Werke ab 1943"" - Heft 13"
1884,,"Jesu, deine Liebeswunden",Notensatz,Einzelstimme,Original,"aus dem Heft ""Klavierpädagogik"" - siehe auch unter ""frühe Werke ab 1943"" - Heft 14"
1885,1979,Geh getrost die dunklen Pfade,Notensatz,"Instr., Singstimme, Tasteninstr.",Druck,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1886,,Spielstück in a,Orgelsatz,Orgel,Druck,Verband evang. Kirchenmusiker in Bayern
1887,1979,Weil ich Jesu Schäflein bin,Orgelsatz,Orgel,Druck,Verband evang. Kirchenmusiker in Bayern
1887a,1979,"Weißt du, wieviel Sternlein stehen",Orgelsatz,Orgel,Druck,Verband evang. Kirchenmusiker in Bayern
1888,1972,Präludium und Fugato in h-moll,Orgelsatz,Orgel,Druck,?
1889,,"Schaffe in mir, Gott, ein reines Herz",Chorsatz,gem. Chor,Druck,?
1890,1964,"Hochgelobt sei Gott, der Herr",Chorsatz,gem. Chor,Druck,?
1891,1992,"Wulle, wulle Gänschen",Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1892,1992,"Heißa, Kathreinerle",Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1893,,Wie sind mir meine Stiefel geschwollen,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1894,1992,"Heißa, Kathreinerle",Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1895,1992,Meinem Gott gehört die Welt,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1896,1993,Wie sind mir meine Stiefel geschwollen,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1897,1993,4/4-Takt-Tanz,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1898,1992,Es klapperten die Klapperschlangen,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1899,1992,Bund sind schon die Wälder,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1900,1992,Jedes Tierlein hat sein Essen - Morgenstern,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1901,1992,Vöglein im hohen Baum,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1902,,Der Mai ist kommen,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1903,,Wird bald Ostern sein,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1904,,Der Winter ist vergangen,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1905,1992,Lügenlied,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1906,1994,Ich möchte mal wer andres sein,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1907,,"Eins, zwei, drei, vier",Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1908,,"Nehmt Abschied, Brüder",Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1909,,Au clair de la lune,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1910,,Als ich einmal reiste,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1911,,"Hört, wen Jesu glücklich preist",Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1912,1993,Danke…,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1913,1993,Saß ein Fisch…,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1914,,Als ich einmal reiste,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1915,,Finger-Gymnastik,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1916,,Ein kleines Kunst-Stück,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1917,1993,Frohes Lied,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1918,,Sascha liebt nicht große Worte…,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"""
1919,,Es ist ein Ros entsprungen,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1920,,Hört der Engel helle Lieder,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1921,,Inmitten der Nacht ,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1922,,Ihr Hirten erwacht,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1923,,"Kling, Glöckchen…",Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1924,,Lasst uns froh und munter sein,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1925,,Ihr Menschen laufet,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1926,,Leise rieselt der Schnee,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1927,1991,Mit den Hirten,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1928,1993,Morgen kommt der Weihnachtsmann,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1929,1993,Novemberlied,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1930,,"Seht, die gute Zeit ist nah",Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1931,,Tragt in die Welt,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1932,,Vom Himmel hoch,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1933,,Zu Bethlehem geboren,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1934,,Zwischen Ochs und Eselein,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1935,,Fröhliche Weihnacht - für Jonas,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1936,1992,Vom Himmel hoch - für Christian Herz,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1937,1993,O Heiland reiß…,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1938,1993,Lasst uns froh und munter sein - für Jonas und Anja,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1939,,Leise rieselt der Schnee,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1940,,Es ist ein Ros entsprungen,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1941,,Liebes Christkind komm zu mir,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1942,,O du fröhliche,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1943,1992,Leise rieselt der Schnee… - für Stefanie,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1944,,Fröhliche Weihnacht,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1945,1991,Mit den Hirten - für Jonas,Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1946,1992,"A, a, a, der Winter, der ist da",Klaviersatz,Klavier,Original,"Aus der Sammlung ""Klavierschüler"" - Advents- und Weihnachtslieder-Zyklus"
1947,,Choral-Melodie als Ausgangsbasis für das Manualspiel,Orgelsatz,Orgel,Original,Bleistift-Manuskript
1948,,Wie soll ich dich empfangen I,Orgelsatz,Orgel,Original,Bleistift-Manuskript
1948a,1979,Aus: Ein frohes Lied,Notensatz,"Singstimme, Metallophon",Original,
1949,,Ach bleib  mit deiner Gnade,Notensatz,"Singstimme, Metallophon",Original,Fragment
1950,,Hört ihrs läutend,Notensatz,"Glockenspiel, Metallophon",Original,
1951,,Auf und macht die Herzen weit,Notensatz,"Glockenspiel, Metallophon, Singst.",Original,
1952,,Erd und Himmel sollen singen,Notensatz,"Glockenspiel, Metallophon, Singst.",Original,
1953,,"Ihr Hirten, ihr Hirten",Notensatz,"Glockensp., Met., Xylo., Chor",Original,
1954,,Weihnacht - Es ist ein Ros…,Notensatz,Klavier,Original,
1954a,,"Hört, hört, hört…",Notensatz,"Klavier, Singstimme",Original,
1955,,"O Tochter Zion, zage nicht",Notensatz,Klavier,Original,
1955a,,"Einleitung zu ""O Heiland reiß den Himmel auf""",Notensatz,Klavier,Original,
1956,,Es ist ein Ros entsprungen,Notensatz,Klavier,Original,Fragment
1957,,Ein Mensch liegt am Wege,Notensatz,"Glockensp., Met., Xylo.",Original,
1958,,Die Verleugnung des Petrus,Notensatz,"Singstimme, Glockensp., Xylophon",Original,
1959,,Jesus zieht i. Jerusalem,Notensatz,?,Original,
1960,1976,Menschen warten in den Straßen,Notensatz,Singstimmen,Original,
1961,1984,"Alles, was Odem hat, lobe den Herrn",Notensatz,"Glockensp., Xylo., Metallophon",Original,
1962,1984,"Alles, was Odem hat, lobe den Herrn",Notensatz,"Chor, Glockensp., Xylophon",Original,
1963,1975,Abendmahl,Notensatz,"Singst., Flöten, Metallophon, Triangel",Original,
1964,1991,Ihr Menschen laufet,Notensatz,Klavier,Original,Bleistift-Manuskript
1965,1991,O laufet ihr Hirten,Notensatz,Klavier,Original,Bleistift-Manuskript
1966,1991,Inmitten der Nacht ,Notensatz,Klavier,Original,Bleistift-Manuskript
1967,1991,Was soll das bedeuten,Notensatz,Klavier,Original,Bleistift-Manuskript
1968,1991,"Hör, hör, hör, so singen Engelschör",Notensatz,Klavier,Original,"Fragment, Bleistift-Manuskript"
1969,,Zwischen Ochs und Eselein,Notensatz,Klavier,Original,"Fragment, Bleistift-Manuskript"
1970,,O freudenreicher Tag,Notensatz,Klavier,Original,"Fragment, Bleistift-Manuskript"
1971,,Ihr Kinderlein kommet,Notensatz,Klavier,Original,"Fragment, Bleistift-Manuskript"
1972,,Was soll das bedeuten,Notensatz,Klavier,Original,"Fragment, Bleistift-Manuskript"
1973,,Ihr Hirten erwacht,Notensatz,Klavier,Original,"Fragment, Bleistift-Manuskript"
1974,,"Den, die Hirten lobeten sehre",Notensatz,Klavier,Original,"Fragment, Bleistift-Manuskript"
1975,,Mit den Hirten,Notensatz,Klavier,Original,"Fragment, Bleistift-Manuskript"
1976,,O du fröhliche,Notensatz,Klavier,Original,"Fragment, Bleistift-Manuskript"
1977,1991,"""Mai Melody""",Notensatz,?,Original,Bleistift-Manuskript
1978,1992,O du stille Zeit,Notensatz,Klavier,Original,Bleistift-Manuskript
1979,1992,Ade zur guten Nacht,Notensatz,Klavier,Original,Bleistift-Manuskript
1980,1992,Es klapperten die Klapperschlangen,Notensatz,Klavier,Original,Bleistift-Manuskript
1981,1992,Wie sind mir meine Stiefel geschwollen,Notensatz,Klavier,Original,Bleistift-Manuskript
1982,1992,"Kennt ihr schon die Stadt Tempone, Unser Goldfisch singt",Notensatz,Klavier,Original,Bleistift-Manuskript
1983,,Ohne Titel,Notensatz,Klavier,Original,mit Akkordbezeichnung
1984,,Mein schönste Zier,Notensatz,Klavier,Original,
1985,,Der Mond ist aufgegangen,Notensatz,Klavier,Original,
1985a,,Der Tag hat sich geneiget,Notensatz,Klavier,Original,
1986,,Hört ihrs läuten und Der Herr ist auferstanden,Notensatz,Metallophon,Original,"Aus dem Notenheft Kinderchor Windsbach - Metallophon, Xylophon"
1987,,Auf und macht die Herzen weit,Notensatz,Metallophon,Original,"Aus dem Notenheft Kinderchor Windsbach - Metallophon, Xylophon"
1988,,Erd und Himmel sollen singen,Notensatz,Metallophon,Original,"Aus dem Notenheft Kinderchor Windsbach - Metallophon, Xylophon"
1989,,Ein Mensch liegt am Wege,Notensatz,"Metallophon, Xylophon",Original,"Aus dem Notenheft Kinderchor Windsbach - Metallophon, Xylophon"
1990,,Der Herrgott lässt wachsen,Notensatz,"Metallophon, Xylophon",Original,"Aus dem Notenheft Kinderchor Windsbach - Metallophon, Xylophon"
1991,,"Seht, die gute Zeit ist nah",Notensatz,"Metallophon, Xylophon",Original,"Aus dem Notenheft Kinderchor Windsbach - Metallophon, Xylophon"
1992,,"Christus, der ist mein Leben",Orgelsatz,Orgel,Original,"Aus dem Notenheft ""Choräle"" - Bleistift-Manuskripte"
1993,,Gelobt sei Gott…,Orgelsatz,Orgel,Original,"Aus dem Notenheft ""Choräle"" - Bleistift-Manuskripte"
1994,,"Jesus lebt, mit ihm auch ich",Orgelsatz,Orgel,Original,"Aus dem Notenheft ""Choräle"" - Bleistift-Manuskripte"
1995,,"Siegesfürst, Ehrenkönig",Orgelsatz,Orgel,Original,"Aus dem Notenheft ""Choräle"" - Bleistift-Manuskripte"
1996,,Zeuch ein,Orgelsatz,Orgel,Original,"Aus dem Notenheft ""Choräle"" - Bleistift-Manuskripte"
1997,,Alle Menschen…,Orgelsatz,Orgel,Original,"Aus dem Notenheft ""Choräle"" - Bleistift-Manuskripte"
1998,1965,Nun ruhen alle Wälder,Orgelsatz,Orgel,Original,"Aus dem Notenheft ""Choräle"" - Bleistift-Manuskripte"
1999,1965,Nun bringen wir… (Wir danken dir),Orgelsatz,Orgel,Original,"Aus dem Notenheft ""Choräle"" - Bleistift-Manuskripte"
2000,1965,Herzliebster Jesu,Orgelsatz,Orgel,Original,"Aus dem Notenheft ""Choräle"" - Bleistift-Manuskripte"
2001,1965,Wir warten dein…,Orgelsatz,Orgel,Original,"Aus dem Notenheft ""Choräle"" - Bleistift-Manuskripte"
2002,1965,Gelobt seist du…,Orgelsatz,Orgel,Original,"Aus dem Notenheft ""Choräle"" - Bleistift-Manuskripte"
2003,1965,Manual und Pedal (Übung),Orgelsatz,Orgel,Original,"Aus dem Notenheft ""Choräle"" - Bleistift-Manuskripte"
2004,1965,Liebster Jesu…,Orgelsatz,Orgel,Original,"Aus dem Notenheft ""Choräle"" - Bleistift-Manuskripte"
2005,1965,Chora,Orgelsatz,Orgel,Original,"Aus dem Notenheft ""Choräle"" - Bleistift-Manuskripte"
2006,1965,"Jesus, meine Zuversicht",Orgelsatz,Orgel,Original,"Aus dem Notenheft ""Choräle"" - Bleistift-Manuskripte"
2007,1975,Gottes Sohn ist kommen,Chorsatz,gem. Chor,Original,
2008,1989,"O heilges Kind, wir grüßen dich",Notensatz,"Gesang, Orgel",Kopie,Für Dorle Keßler
2009,1990,"Sei willkommen, Jesulein",Klaviersatz,Klavier,Original,"Aus dem Heft ""Weihnachtslieder für Peter Bauer (und andere liebe Klavierschüler)"
2010,1990,"Auf, auf! Ihr Buben",Klaviersatz,Klavier,Original,"Aus dem Heft ""Weihnachtslieder für Peter Bauer (und andere liebe Klavierschüler)"
2011,1990,Christus ist geboren,Klaviersatz,Klavier,Original,"Aus dem Heft ""Weihnachtslieder für Peter Bauer (und andere liebe Klavierschüler)"
2012,1990,O laufet ihr Hirten,Klaviersatz,Klavier,Original,"Aus dem Heft ""Weihnachtslieder für Peter Bauer (und andere liebe Klavierschüler)"
2013,1990,O du fröhliche,Klaviersatz,Klavier,Original,"Aus dem Heft ""Weihnachtslieder für Peter Bauer (und andere liebe Klavierschüler)"
2014,1990,Stille Nacht…,Klaviersatz,Klavier,Original,"Aus dem Heft ""Weihnachtslieder für Peter Bauer (und andere liebe Klavierschüler)"
2015,1990,Maria durch ein Dornwald ging,Klaviersatz,Klavier,Original,"Aus dem Heft ""Weihnachtslieder für Peter Bauer (und andere liebe Klavierschüler)"
2016,1990,"Josef, lieber Josef mein",Klaviersatz,Klavier,Original,"Aus dem Heft ""Weihnachtslieder für Peter Bauer (und andere liebe Klavierschüler)"
2017,1990,Alle Jahre wieder,Klaviersatz,Klavier,Original,"Aus dem Heft ""Weihnachtslieder für Peter Bauer (und andere liebe Klavierschüler)"
2018,1990,Es ist ein Ros entsprungen,Klaviersatz,Klavier,Original,"Aus dem Heft ""Weihnachtslieder für Peter Bauer (und andere liebe Klavierschüler)"
2019,1990,Ihr Hirten erwacht,Klaviersatz,Klavier,Original,"Aus dem Heft ""Weihnachtslieder für Peter Bauer (und andere liebe Klavierschüler)"
2020,1965,Orgel-Unterricht für Anfänger I,Orgelsatz,Orgel,Original,"Verschiedene Übungen - nicht digitalisert, liegen nur im Original vor"
2021,1966,Orgel-Unterricht für Anfänger II,Orgelsatz,Orgel,Original,"Verschiedene Übungen - nicht digitalisert, liegen nur im Original vor"
2022,1992,O laufet ihr Hirten,Chorsatz,Frauen,Kopie,aus der Sammlung Thomas Grillenberger
2023,1993,Nun werde hell,Chorsatz,Frauen,Kopie,aus der Sammlung Thomas Grillenberger
2024,1991,O komm du Geist der Wahrheit,Chorsatz,Frauen,Kopie,aus der Sammlung Thomas Grillenberger
2025,1997,Jahresspruch 1997,Chorsatz,Frauen,Kopie,aus der Sammlung Thomas Grillenberger
2026,1998,"Herr, gib uns Augen",Chorsatz,Frauen,Kopie,aus der Sammlung Thomas Grillenberger
2027,2003,"Jahreslosung 2003, 1. Samuel. 16,7",Chorsatz,gem. Chor,Kopie,aus der Sammlung Thomas Grillenberger
2027,"1964, 1990",Danket dem Herrn,Chorsatz,gem. Chor,Original,Aus dem Heft 13 - Bleistift-Manuskript
2028,,Der Frühling ist da,Chorsatz,gem. Chor,Original,Aus dem Heft 13 - Bleistift-Manuskript
2029,1997,EG 270 - Intonation,Orgelsatz,Orgel,Original,Aus dem Heft 13 - Bleistift-Manuskript - zur Orgelweihe in Seckendorf
2030,1997,EG 771 - Bewahre uns Gott…,Orgelsatz,Orgel,Original,Aus dem Heft 13 - Bleistift-Manuskript - zur Orgelweihe in Seckendorf
2031,1997,O du fröhliche…,Orgelsatz,Orgel,Original,Aus dem Heft 13 - Bleistift-Manuskript
2032,1997,"ESB 463 - Es mag sein, dass alles fällt",Orgelsatz,Orgel,Original,Aus dem Heft 13 - Bleistift-Manuskript
2033,,Wenn ich vor Deiner…,Orgelsatz,Orgel,Original,Aus dem Heft 13 - Bleistift-Manuskript
2034,1995,"Psalm 23, Männerpsalm - Frauenresponse",Chorsatz,Frauen,Original,Aus dem Heft 13 - Bleistift-Manuskript
2035,1995,"Psalm 23, Männerpsalm ",Chorsatz,Männer,Original,Aus dem Heft 13 - Bleistift-Manuskript
"2036, 2036 a",1994,Das menschliche Leben eilt…,Chorsatz,gem. Chor,Original,Aus dem Heft 13 - Bleistift-Manuskript - Fragment
